seq,ra,dec,mag,z_best,z_spec,z_phot,z_spec_quality,zphot_l68,zphot_u68,zphot_l95,zphot_u95,snr,m,m_std
206.0,53.1273422,-27.941173600000003,26.17,4.209,-99.0,4.209,-99.0,4.06,4.35,3.89,4.47,8.2,2390000000.0,917000000.0
207.0,53.09759520000001,-27.9412956,25.19,0.866,-99.0,0.866,-99.0,0.77,0.96,0.68,1.04,10.02,228000000.0,29200000.0
208.0,53.094871499999996,-27.9412098,24.99,1.924,-99.0,1.9240000000000002,-99.0,1.76,2.08,1.61,2.22,18.96,9230000000.0,1100000000.0
209.0,53.0723953,-27.9412613,24.34,1.701,-99.0,1.7009999999999998,-99.0,1.59,1.81,1.48,1.93,24.49,1790000000.0,223000000.0
211.0,53.13785550000001,-27.9411011,24.53,1.082,-99.0,1.082,-99.0,1.02,1.15,0.94,1.22,17.48,848000000.0,76500000.0
212.0,53.140663100000005,-27.9409885,25.47,0.562,-99.0,0.562,-99.0,0.49,0.64,0.42,0.7,8.29,49800000.0,6230000.0
213.0,53.1338463,-27.9409885,25.38,0.86,-99.0,0.86,-99.0,0.76,0.95,0.66,1.04,13.74,178000000.0,25100000.0
215.0,53.0784721,-27.941125899999996,24.34,0.644,-99.0,0.644,-99.0,0.55,0.73,0.45,0.82,26.55,293000000.0,55100000.0
216.0,53.0880394,-27.9407425,24.3,3.121,-99.0,3.1210000000000004,-99.0,2.56,3.84,2.32,4.49,13.39,140000000000.0,103000000000.0
217.0,53.132637,-27.940649,25.5,1.697,-99.0,1.6969999999999998,-99.0,1.6,1.79,1.49,1.92,8.96,366000000.0,138000000.0
218.0,53.1069336,-27.9412537,22.9,1.047,1.1024,1.047,3.0,0.99,1.1,0.93,1.15,60.33,1770000000.0,425000000.0
219.0,53.104007700000004,-27.9408989,24.08,1.64,-99.0,1.64,-99.0,1.57,1.71,1.51,1.78,30.69,2680000000.0,437000000.0
220.0,53.086196900000004,-27.940555600000003,24.9,2.885,-99.0,2.885,-99.0,2.78,2.99,2.66,3.11,17.85,4140000000.0,999000000.0
221.0,53.088741299999995,-27.940492600000002,24.51,0.257,-99.0,0.257,-99.0,0.19,0.33,0.12,0.4,18.5,47300000.0,15100000.0
222.0,53.1148872,-27.940729100000002,22.92,1.665,-99.0,1.665,-99.0,1.57,1.76,1.47,1.85,73.5,37400000000.0,7600000000.0
223.0,53.080734299999996,-27.9401875,25.76,0.326,-99.0,0.326,-99.0,0.17,0.5,0.07,0.73,10.48,15100000.0,3480000.0
224.0,53.094913500000004,-27.9403877,24.3,1.986,-99.0,1.986,-99.0,1.88,2.08,1.77,2.17,27.22,3330000000.0,531000000.0
225.0,53.112247499999995,-27.940126399999997,24.91,1.736,-99.0,1.736,-99.0,1.59,1.88,1.44,2.0,19.58,1280000000.0,290000000.0
226.0,53.07806779999999,-27.9404945,22.27,0.129,-99.0,0.129,-99.0,0.07,2.86,0.03,8.34,106.87,66700000.0,31400000.0
227.0,53.1022835,-27.9401684,24.65,0.335,-99.0,0.335,-99.0,0.1,0.55,0.05,0.67,13.54,92500000.0,44100000.0
228.0,53.133297,-27.9401684,24.78,0.567,-99.0,0.5670000000000001,-99.0,0.55,2.51,0.46,2.64,15.5,56800000.0,23300000.0
229.0,53.136104599999996,-27.9401627,24.39,2.311,-99.0,2.311,-99.0,2.17,2.43,2.01,2.58,23.7,1060000000.0,319000000.0
230.0,53.127166700000004,-27.9399395,24.95,0.703,-99.0,0.703,-99.0,0.62,0.78,0.53,0.87,15.95,174000000.0,33900000.0
231.0,53.12658689999999,-27.939968100000005,24.4,0.637,-99.0,0.637,-99.0,0.56,0.71,0.47,0.78,22.96,366000000.0,30300000.0
232.0,53.11976239999999,-27.9398289,25.63,4.853,-99.0,4.853,-99.0,4.69,5.01,4.47,5.17,9.82,1170000000.0,248000000.0
233.0,53.13190079999999,-27.9406185,22.79,0.123,-99.0,0.12300000000000001,-99.0,0.08,0.16,0.05,0.2,59.29,43600000.0,19500000.0
235.0,53.1201782,-27.939811699999996,25.12,0.575,-99.0,0.575,-99.0,0.46,0.67,0.18,0.75,13.28,116000000.0,15600000.0
236.0,53.071437800000005,-27.940561300000002,21.0,0.776,0.776,0.721,1.0,0.67,0.77,0.61,0.81,212.76,13600000000.0,4840000000.0
237.0,53.1087341,-27.941780100000003,20.09,0.5197,0.5197,0.531,1.0,0.5,0.57,0.45,0.6,409.39,18600000000.0,5100000000.0
238.0,53.095459,-27.939653399999997,26.11,0.405,-99.0,0.405,-99.0,0.27,0.56,0.17,0.81,7.47,15500000.0,1500000.0
239.0,53.09308620000001,-27.9398613,23.64,1.102,-99.0,1.102,-99.0,1.03,1.17,0.96,1.24,28.83,1590000000.0,289000000.0
240.0,53.089233400000005,-27.939556099999997,24.35,2.451,-99.0,2.451,-99.0,0.6,2.57,0.45,4.26,16.33,5140000000.0,1760000000.0
241.0,53.074581099999996,-27.940235100000002,23.16,0.436,-99.0,0.436,-99.0,0.32,1.05,0.05,6.44,45.18,146000000.0,63000000.0
242.0,53.1077728,-27.9394684,24.95,0.531,-99.0,0.531,-99.0,0.41,0.65,0.23,0.78,15.9,139000000.0,44400000.0
243.0,53.119606000000005,-27.9395962,24.17,0.51,-99.0,0.51,-99.0,0.45,0.56,0.39,0.61,25.48,177000000.0,24700000.0
244.0,53.1049194,-27.939760200000002,23.23,1.055,1.1002,1.055,2.0,1.0,1.11,0.95,1.17,63.64,1510000000.0,161000000.0
245.0,53.0900269,-27.9397469,23.44,1.374,-99.0,1.374,-99.0,1.3,1.86,0.92,5.42,50.42,5630000000.0,2330000000.0
246.0,53.096359299999996,-27.939466499999998,24.51,0.551,-99.0,0.551,-99.0,0.49,0.61,0.4,0.68,18.62,229000000.0,43800000.0
247.0,53.1325188,-27.9392166,25.61,1.866,-99.0,1.8659999999999999,-99.0,1.73,2.0,1.49,2.15,11.87,652000000.0,149000000.0
248.0,53.1094933,-27.939247100000003,24.91,2.477,-99.0,2.477,-99.0,2.37,2.58,2.25,2.68,15.17,1360000000.0,277000000.0
249.0,53.07329179999999,-27.9394321,23.91,1.116,-99.0,1.1159999999999999,-99.0,1.02,1.2,0.87,1.28,32.08,804000000.0,156000000.0
251.0,53.08596800000001,-27.9390831,25.67,0.835,-99.0,0.835,-99.0,0.72,0.95,0.6,1.05,9.98,163000000.0,39900000.0
252.0,53.091625199999996,-27.939540899999997,24.0,0.83,-99.0,0.83,-99.0,0.75,0.91,0.69,0.98,22.05,736000000.0,51300000.0
253.0,53.075828599999994,-27.9391403,24.7,2.339,-99.0,2.339,-99.0,2.23,2.45,2.11,2.61,22.67,3290000000.0,831000000.0
254.0,53.1382713,-27.939018199999996,25.45,2.438,-99.0,2.438,-99.0,2.29,2.59,2.14,2.72,14.17,1600000000.0,323000000.0
255.0,53.0843315,-27.939376799999998,23.03,1.503,-99.0,1.5030000000000001,-99.0,1.43,1.59,1.36,1.81,70.82,6240000000.0,1180000000.0
256.0,53.0683784,-27.938964799999997,25.39,0.472,-99.0,0.47200000000000003,-99.0,0.24,0.75,0.11,2.37,5.2,43900000.0,16800000.0
257.0,53.0809135,-27.9389114,25.24,2.651,-99.0,2.6510000000000002,-99.0,2.51,2.78,2.32,2.87,14.18,1850000000.0,179000000.0
258.0,53.136360200000006,-27.9392223,23.71,1.719,-99.0,1.719,-99.0,1.64,1.79,1.58,1.86,43.8,2840000000.0,477000000.0
259.0,53.1022034,-27.9388142,25.25,0.355,-99.0,0.355,-99.0,0.16,0.54,0.08,0.65,9.79,60500000.0,11000000.0
260.0,53.0878448,-27.9392147,24.31,2.725,-99.0,2.725,-99.0,2.63,2.81,2.47,2.88,25.66,5210000000.0,1420000000.0
261.0,53.139869700000006,-27.9388733,24.53,0.951,-99.0,0.951,-99.0,0.85,1.05,0.73,1.15,15.64,772000000.0,116000000.0
262.0,53.099704700000004,-27.938825599999998,25.44,2.316,-99.0,2.316,-99.0,2.22,2.44,2.13,2.63,15.86,776000000.0,238000000.0
263.0,53.0785751,-27.939703,22.47,2.1145,2.1145,2.218,1.0,2.13,2.3,2.04,2.4,69.09,8040000000.0,1840000000.0
264.0,53.143947600000004,-27.939042999999998,23.83,1.734,-99.0,1.734,-99.0,1.62,1.85,1.54,1.96,26.12,3870000000.0,1010000000.0
265.0,53.1182213,-27.9387283,25.46,1.105,-99.0,1.105,-99.0,0.94,1.26,0.67,1.39,9.76,271000000.0,49400000.0
266.0,53.0836906,-27.9389076,24.16,2.542,-99.0,2.542,-99.0,2.48,2.6,2.41,2.66,32.72,1990000000.0,175000000.0
267.0,53.1076927,-27.9397812,22.7,1.083,1.0865,1.083,2.0,1.04,1.13,0.99,1.18,79.56,8970000000.0,1270000000.0
268.0,53.0895348,-27.939188,23.73,0.089,1.0907,0.08900000000000001,3.0,0.07,0.12,0.03,0.16,17.01,9840000.0,734000.0
269.0,53.0767517,-27.938962899999996,23.34,0.786,-99.0,0.7859999999999999,-99.0,0.71,0.86,0.65,0.92,48.53,852000000.0,167000000.0
270.0,53.07406999999999,-27.9404984,20.13,0.335,-99.0,0.335,-99.0,0.28,0.39,0.24,0.45,415.84,6860000000.0,2470000000.0
271.0,53.102787,-27.93964,23.57,2.365,-99.0,2.365,-99.0,2.27,2.46,2.18,2.54,27.3,5590000000.0,1810000000.0
273.0,53.12204739999999,-27.9387417,24.01,4.762,4.762,4.488,1.0,4.4,4.58,4.29,4.68,40.17,55300000000.0,26200000000.0
274.0,53.0907364,-27.939567600000004,22.09,1.04,1.8408,1.04,3.0,0.98,1.1,0.92,1.15,113.48,6960000000.0,919000000.0
275.0,53.08876039999999,-27.938489899999997,24.94,0.135,-99.0,0.135,-99.0,0.06,0.22,0.02,0.43,8.41,2460000.0,5350000.0
276.0,53.13930129999999,-27.938863800000004,23.78,1.149,-99.0,1.149,-99.0,1.1,1.2,1.04,1.26,39.5,740000000.0,233000000.0
277.0,53.0969353,-27.9384403,25.38,2.616,-99.0,2.616,-99.0,2.31,2.89,1.84,3.04,16.41,11300000000.0,1950000000.0
278.0,53.08331679999999,-27.9410782,20.14,0.595,0.6164,0.595,2.0,0.54,0.65,0.48,0.69,294.97,14500000000.0,2220000000.0
279.0,53.119133,-27.9385071,25.01,0.324,-99.0,0.324,-99.0,0.23,0.41,0.16,0.49,20.04,28100000.0,4850000.0
281.0,53.1422806,-27.9383984,24.48,1.684,-99.0,1.6840000000000002,-99.0,1.6,1.78,1.53,1.88,18.26,1750000000.0,307000000.0
282.0,53.089870499999996,-27.940004300000002,21.71,1.634,2.073,1.6340000000000001,3.0,1.56,1.71,1.5,1.8,112.84,63100000000.0,16800000000.0
283.0,53.0769806,-27.9383945,24.13,2.597,2.3294,2.597,2.0,2.52,2.68,2.45,2.76,31.87,2310000000.0,342000000.0
284.0,53.118,-27.938186600000005,25.03,0.955,-99.0,0.955,-99.0,0.75,1.16,0.58,1.29,16.5,316000000.0,135000000.0
285.0,53.074138600000005,-27.9390965,21.29,0.7711,0.7711,0.883,1.0,0.82,0.95,0.73,1.02,214.54,5840000000.0,1910000000.0
286.0,53.122398399999994,-27.938114199999998,25.09,0.606,-99.0,0.606,-99.0,0.52,0.69,0.43,0.78,17.17,139000000.0,18100000.0
287.0,53.100341799999995,-27.9388218,23.32,2.238,1.9781,2.238,3.0,2.17,2.33,2.13,2.45,53.9,10400000000.0,2540000000.0
289.0,53.0796661,-27.937980699999997,25.98,3.669,-99.0,3.6689999999999996,-99.0,3.42,3.94,3.21,4.22,7.43,3150000000.0,993000000.0
290.0,53.094223,-27.9395714,20.94,0.6719,0.6719,0.611,1.0,0.55,0.67,0.5,0.73,236.76,8130000000.0,3160000000.0
291.0,53.1007118,-27.938066499999998,24.33,2.687,-99.0,2.687,-99.0,2.61,2.76,2.5,2.82,16.4,2270000000.0,621000000.0
292.0,53.099590299999996,-27.937995899999997,24.15,2.198,-99.0,2.198,-99.0,2.11,2.29,2.03,2.37,32.38,3020000000.0,699000000.0
293.0,53.1181984,-27.9385033,23.55,0.712,-99.0,0.7120000000000001,-99.0,0.65,0.77,0.59,0.85,46.69,518000000.0,136000000.0
294.0,53.1362305,-27.937706,26.09,0.585,-99.0,0.585,-99.0,0.43,0.75,0.2,0.99,7.02,48500000.0,5460000.0
295.0,53.1168442,-27.937786100000004,25.18,0.85,-99.0,0.85,-99.0,0.71,0.99,0.56,1.09,19.36,237000000.0,47400000.0
296.0,53.099071499999994,-27.9376831,25.84,2.306,-99.0,2.306,-99.0,2.1,2.5,1.82,2.69,10.41,589000000.0,209000000.0
297.0,53.0667191,-27.937742200000002,24.79,2.967,-99.0,2.967,-99.0,2.9,3.04,2.82,3.12,19.44,2690000000.0,499000000.0
298.0,53.137893700000006,-27.9377575,24.93,2.583,-99.0,2.583,-99.0,2.47,2.7,2.32,2.81,13.36,4110000000.0,964000000.0
299.0,53.13897320000001,-27.9375896,26.01,3.287,-99.0,3.287,-99.0,3.15,3.43,3.05,3.63,5.76,4030000000.0,1110000000.0
300.0,53.08690260000001,-27.9383488,22.2,1.049,1.0893,1.0490000000000002,2.0,0.99,1.11,0.92,1.16,112.3,8920000000.0,1000000000.0
301.0,53.0907059,-27.9380875,22.69,1.082,-99.0,1.082,-99.0,1.04,1.12,0.98,1.2,76.69,1880000000.0,379000000.0
302.0,53.129852299999996,-27.938171399999998,22.54,0.244,1.3923,0.244,3.0,0.2,0.3,0.16,0.37,65.9,192000000.0,29400000.0
303.0,53.0696411,-27.9374619,25.74,3.356,-99.0,3.3560000000000003,-99.0,3.22,3.5,3.14,3.77,10.44,466000000.0,246000000.0
304.0,53.1024818,-27.9377728,23.24,1.256,-99.0,1.256,-99.0,1.19,1.32,1.13,1.39,64.72,2140000000.0,523000000.0
305.0,53.0793762,-27.9374027,25.71,3.309,-99.0,3.3089999999999997,-99.0,3.04,3.75,1.65,5.18,3.91,1630000000.0,641000000.0
306.0,53.08971410000001,-27.9385128,21.93,1.483,-99.0,1.483,-99.0,1.41,1.57,1.35,1.75,118.65,59500000000.0,22300000000.0
307.0,53.09929279999999,-27.937416100000004,24.96,2.164,-99.0,2.164,-99.0,2.08,2.26,1.99,2.36,15.85,1070000000.0,208000000.0
308.0,53.1001701,-27.937515299999998,24.4,2.877,-99.0,2.877,-99.0,2.81,2.94,2.73,3.01,27.94,5890000000.0,1120000000.0
309.0,53.1064949,-27.9376602,24.32,2.614,-99.0,2.614,-99.0,2.55,2.68,2.47,2.75,25.55,3760000000.0,548000000.0
311.0,53.06717679999999,-27.937364600000002,24.37,3.683,-99.0,3.6830000000000003,-99.0,3.49,3.88,3.34,4.13,18.92,16800000000.0,3620000000.0
312.0,53.1011086,-27.9372978,24.46,2.077,-99.0,2.077,-99.0,1.99,2.17,1.9,2.31,27.14,2250000000.0,631000000.0
313.0,53.1204453,-27.9372787,24.95,1.527,-99.0,1.527,-99.0,1.39,1.66,1.24,1.84,18.0,529000000.0,143000000.0
314.0,53.132541700000004,-27.9371033,25.2,0.731,-99.0,0.731,-99.0,0.65,0.82,0.58,0.9,13.8,142000000.0,25700000.0
315.0,53.1457672,-27.937168100000005,24.79,1.009,-99.0,1.0090000000000001,-99.0,0.95,1.07,0.88,1.14,13.6,668000000.0,114000000.0
316.0,53.129940000000005,-27.937217699999998,23.9,0.067,-99.0,0.067,-99.0,0.04,0.09,0.02,0.12,13.42,8000000.0,5860000.0
317.0,53.117793999999996,-27.937063199999997,25.89,2.826,-99.0,2.826,-99.0,2.68,2.97,2.54,3.11,13.42,3520000000.0,1080000000.0
318.0,53.100624100000005,-27.937023200000002,25.61,2.259,-99.0,2.259,-99.0,2.14,2.38,1.95,2.59,12.82,1290000000.0,397000000.0
319.0,53.082401299999994,-27.9372787,24.12,0.32,-99.0,0.32,-99.0,0.24,0.39,0.17,0.46,25.55,95700000.0,39700000.0
320.0,53.09196850000001,-27.9369907,24.85,1.258,-99.0,1.258,-99.0,1.09,1.41,0.93,1.53,10.15,730000000.0,105000000.0
321.0,53.0805588,-27.937141399999998,24.32,3.32,-99.0,3.32,-99.0,3.26,3.39,3.18,3.5,20.96,3250000000.0,1240000000.0
322.0,53.0811386,-27.936965899999997,25.06,3.029,-99.0,3.029,-99.0,2.95,3.1,2.83,3.16,17.09,1940000000.0,482000000.0
323.0,53.0907593,-27.9372768,21.91,0.408,-99.0,0.408,-99.0,0.38,0.44,0.34,0.57,174.18,2880000000.0,1070000000.0
324.0,53.0697823,-27.936843900000003,26.31,5.964,-99.0,5.9639999999999995,-99.0,0.86,6.12,0.26,6.35,9.37,4020000000.0,3560000000.0
326.0,53.1281319,-27.9370918,23.66,0.873,0.965,0.873,2.0,0.82,0.93,0.76,0.98,30.31,970000000.0,113000000.0
327.0,53.104080200000006,-27.9369011,24.56,1.125,-99.0,1.125,-99.0,1.02,1.21,0.83,1.29,17.86,471000000.0,104000000.0
328.0,53.1302299,-27.9370575,24.15,2.955,-99.0,2.955,-99.0,2.91,3.0,2.82,3.06,23.2,5180000000.0,1190000000.0
329.0,53.112396200000006,-27.9370594,24.4,1.034,-99.0,1.034,-99.0,0.94,1.12,0.85,1.21,19.17,673000000.0,93300000.0
330.0,53.1346512,-27.9367619,25.17,2.25,-99.0,2.25,-99.0,2.07,2.41,1.9,2.57,9.15,1540000000.0,382000000.0
332.0,53.1097527,-27.936828600000002,24.69,0.363,-99.0,0.363,-99.0,0.31,0.41,0.25,0.47,29.61,144000000.0,36700000.0
333.0,53.10082239999999,-27.9366646,26.07,2.691,-99.0,2.6910000000000003,-99.0,2.54,2.83,2.37,2.99,8.58,4360000000.0,1050000000.0
334.0,53.1132164,-27.9369755,23.19,0.623,-99.0,0.623,-99.0,0.57,0.67,0.52,0.72,62.59,794000000.0,127000000.0
335.0,53.08043670000001,-27.936801899999995,23.93,0.557,-99.0,0.557,-99.0,0.48,0.63,0.39,0.71,30.61,511000000.0,98000000.0
336.0,53.0852394,-27.936939199999998,24.09,2.6711,2.6711,2.68,1.0,2.62,2.74,2.56,2.82,30.42,5530000000.0,1390000000.0
337.0,53.07728960000001,-27.9366245,25.16,0.412,-99.0,0.41200000000000003,-99.0,0.32,2.79,0.18,3.05,12.38,44100000.0,14300000.0
338.0,53.114643099999995,-27.936778999999998,24.0,0.663,0.663,0.667,1.0,0.61,0.73,0.54,0.79,38.02,247000000.0,27100000.0
339.0,53.1141586,-27.936580699999997,25.18,1.276,-99.0,1.276,-99.0,1.15,1.4,1.04,1.55,16.45,646000000.0,42200000.0
341.0,53.1288071,-27.9364738,25.39,2.579,-99.0,2.5789999999999997,-99.0,2.46,2.68,0.23,2.77,10.96,582000000.0,237000000.0
342.0,53.0977478,-27.9365597,24.62,0.653,-99.0,0.653,-99.0,0.59,0.71,0.51,0.78,21.73,147000000.0,51300000.0
343.0,53.081233999999995,-27.936502500000003,25.0,0.838,-99.0,0.838,-99.0,0.74,0.93,0.65,1.04,15.88,236000000.0,63400000.0
344.0,53.1357689,-27.9369545,23.11,1.067,1.1211,1.067,2.0,1.02,1.12,0.96,1.17,49.25,2210000000.0,264000000.0
345.0,53.0819321,-27.936340299999998,26.18,2.412,-99.0,2.412,-99.0,2.22,2.58,1.93,2.72,6.89,974000000.0,339000000.0
346.0,53.0773087,-27.936332699999998,25.24,1.921,-99.0,1.921,-99.0,1.65,2.13,1.35,2.27,22.19,936000000.0,251000000.0
347.0,53.1261292,-27.9368706,22.46,1.136,1.136,1.104,1.0,1.06,1.15,1.02,1.19,84.39,6170000000.0,1130000000.0
348.0,53.097824100000004,-27.936254499999997,26.0,1.217,-99.0,1.217,-99.0,0.65,1.7,0.16,2.33,4.91,172000000.0,43500000.0
349.0,53.0684929,-27.936264,25.15,2.512,-99.0,2.512,-99.0,2.37,2.64,2.2,2.74,11.37,2470000000.0,281000000.0
350.0,53.09869770000001,-27.9362316,26.15,1.94,-99.0,1.94,-99.0,1.78,2.14,1.42,6.1,8.93,291000000.0,88600000.0
351.0,53.080448200000006,-27.9365463,23.14,0.7799,0.7799,0.789,1.0,0.71,0.87,0.65,0.94,52.04,949000000.0,191000000.0
352.0,53.077423100000004,-27.936031300000003,25.68,1.718,-99.0,1.7180000000000002,-99.0,1.43,2.01,1.13,2.25,9.31,738000000.0,112000000.0
354.0,53.0817108,-27.9358234,25.53,3.379,-99.0,3.3789999999999996,-99.0,3.28,3.47,3.21,3.59,11.51,2170000000.0,536000000.0
355.0,53.1203461,-27.9359016,25.0,2.43,-99.0,2.43,-99.0,2.32,2.55,2.2,2.66,22.31,1770000000.0,449000000.0
356.0,53.07710649999999,-27.936475800000004,23.24,1.56,-99.0,1.56,-99.0,1.41,1.73,1.32,1.96,45.12,3890000000.0,701000000.0
357.0,53.100078599999996,-27.936172499999998,23.27,0.081,-99.0,0.081,-99.0,0.08,4.46,0.03,9.21,62.2,3590000.0,3890000.0
358.0,53.141243,-27.9359055,24.72,0.93,-99.0,0.93,-99.0,0.82,1.04,0.69,1.16,14.25,532000000.0,81800000.0
359.0,53.10272979999999,-27.9356575,24.95,0.175,-99.0,0.175,-99.0,0.12,0.24,0.07,0.35,9.39,9460000.0,1740000.0
360.0,53.0913086,-27.9355984,25.73,1.028,-99.0,1.028,-99.0,0.23,1.49,0.08,1.68,9.5,347000000.0,83500000.0
362.0,53.0903168,-27.9363461,23.14,0.725,0.7375,0.725,2.0,0.66,0.79,0.59,0.86,55.15,996000000.0,180000000.0
363.0,53.0841866,-27.935678499999998,24.67,2.532,2.6692,2.532,2.0,2.47,2.6,2.38,2.66,25.21,1680000000.0,345000000.0
364.0,53.105831099999996,-27.936079,22.46,1.252,1.264,1.252,2.0,1.2,1.31,1.15,1.36,108.92,16600000000.0,4090000000.0
365.0,53.067581200000006,-27.9357967,22.93,0.816,-99.0,0.816,-99.0,0.73,0.9,0.67,0.97,58.01,1720000000.0,267000000.0
366.0,53.100265500000006,-27.9364529,22.3,1.9306,1.9306,1.9380000000000002,1.0,1.85,2.01,1.78,2.07,90.12,20700000000.0,6630000000.0
367.0,53.1142654,-27.9358253,24.3,1.321,-99.0,1.321,-99.0,1.25,1.39,1.19,1.46,33.78,880000000.0,159000000.0
368.0,53.1383781,-27.935728100000002,23.21,0.651,0.6595,0.6509999999999999,2.0,0.59,0.71,0.52,0.76,57.52,613000000.0,110000000.0
370.0,53.1294594,-27.9367924,20.53,0.667,0.667,0.679,1.0,0.64,0.72,0.59,0.77,352.36,20500000000.0,5030000000.0
371.0,53.0917091,-27.9360142,22.65,1.683,1.7619,1.683,2.0,1.6,1.77,1.55,1.88,81.27,12400000000.0,4860000000.0
372.0,53.0929184,-27.9363232,22.82,2.695,2.559,2.695,2.0,2.64,2.76,2.57,2.84,50.67,42500000000.0,12300000000.0
373.0,53.0712166,-27.9366474,20.26,0.3438,0.3438,0.386,1.0,0.32,0.45,0.25,0.51,339.12,4300000000.0,715000000.0
374.0,53.123821299999996,-27.935476300000005,24.03,2.107,-99.0,2.1069999999999998,-99.0,1.92,2.37,1.82,3.23,35.02,3600000000.0,1100000000.0
375.0,53.1106644,-27.936149600000004,22.75,0.303,0.303,0.278,1.0,0.22,0.34,0.16,0.4,46.11,260000000.0,34300000.0
377.0,53.083274800000005,-27.9354935,23.39,1.888,-99.0,1.8880000000000001,-99.0,1.82,1.95,1.45,2.48,50.8,1920000000.0,719000000.0
378.0,53.0823326,-27.9351578,25.47,1.538,-99.0,1.538,-99.0,1.25,1.93,0.98,2.24,9.43,404000000.0,147000000.0
379.0,53.1298637,-27.935144399999995,25.68,0.524,-99.0,0.524,-99.0,0.39,0.66,0.24,0.87,10.94,68400000.0,12800000.0
380.0,53.125576,-27.9352722,24.52,3.308,-99.0,3.3080000000000003,-99.0,3.23,3.39,3.14,3.49,19.97,3550000000.0,1110000000.0
381.0,53.0913162,-27.935142499999998,25.7,1.724,-99.0,1.724,-99.0,1.66,1.78,1.6,1.85,13.89,550000000.0,124000000.0
382.0,53.133357999999994,-27.935556400000003,23.94,2.619,-99.0,2.6189999999999998,-99.0,2.54,2.7,2.45,2.78,31.12,9100000000.0,2320000000.0
383.0,53.082614899999996,-27.935012800000003,25.97,0.7,-99.0,0.7,-99.0,0.55,3.0,0.34,3.78,7.9,83200000.0,31400000.0
385.0,53.073253599999994,-27.935892100000004,22.78,1.603,-99.0,1.6030000000000002,-99.0,1.5,1.71,1.39,1.9,54.93,4460000000.0,1840000000.0
386.0,53.1466255,-27.934934600000002,25.68,2.827,-99.0,2.827,-99.0,2.75,2.91,2.66,3.0,6.46,987000000.0,308000000.0
387.0,53.0816231,-27.934907899999995,25.6,1.998,-99.0,1.9980000000000002,-99.0,1.86,2.12,1.56,2.43,12.42,991000000.0,396000000.0
388.0,53.0721321,-27.9348545,25.05,1.632,-99.0,1.632,-99.0,1.27,2.03,1.14,2.33,13.65,403000000.0,161000000.0
389.0,53.1296539,-27.9348412,25.79,1.831,-99.0,1.831,-99.0,1.59,2.03,1.36,2.22,10.29,356000000.0,128000000.0
390.0,53.11505129999999,-27.935523999999997,23.56,0.648,-99.0,0.648,-99.0,0.58,0.71,0.51,0.78,57.28,422000000.0,32800000.0
391.0,53.103961899999995,-27.9347057,26.08,1.56,-99.0,1.56,-99.0,1.35,1.78,1.12,2.01,7.28,526000000.0,39200000.0
392.0,53.0820312,-27.934669500000002,25.96,2.821,-99.0,2.821,-99.0,2.72,2.92,2.63,3.03,8.81,2010000000.0,625000000.0
393.0,53.089256299999995,-27.9380283,20.25,0.633,-99.0,0.633,-99.0,0.58,0.69,0.53,0.74,325.3,18700000000.0,3500000000.0
394.0,53.114131900000004,-27.935018499999998,23.84,0.965,-99.0,0.965,-99.0,0.89,1.03,0.8,1.09,52.8,738000000.0,95100000.0
395.0,53.117446900000004,-27.9347172,25.0,2.605,-99.0,2.605,-99.0,2.51,2.7,2.37,2.81,22.31,2470000000.0,322000000.0
396.0,53.06614690000001,-27.935031899999995,23.4,1.313,-99.0,1.3130000000000002,-99.0,1.23,1.4,1.14,1.54,27.12,1850000000.0,343000000.0
397.0,53.0996933,-27.9347363,23.57,0.075,1.9888,0.075,3.0,0.05,0.11,0.02,0.17,59.18,14500000.0,3930000.0
399.0,53.1064682,-27.934721000000003,24.07,1.01,-99.0,1.01,-99.0,0.94,1.08,0.88,1.15,36.58,1730000000.0,103000000.0
400.0,53.133976000000004,-27.9344673,26.09,1.808,-99.0,1.808,-99.0,1.66,1.95,1.52,2.12,9.18,1250000000.0,272000000.0
401.0,53.08178710000001,-27.9344883,24.93,2.432,-99.0,2.432,-99.0,2.28,2.58,2.15,2.69,13.3,1530000000.0,375000000.0
402.0,53.1253014,-27.9348564,23.42,2.413,-99.0,2.4130000000000003,-99.0,2.33,2.5,2.23,2.62,33.14,30000000000.0,7750000000.0
403.0,53.093494400000004,-27.934997600000003,23.53,0.995,1.09,0.995,2.0,0.94,1.05,0.86,1.1,27.56,1140000000.0,223000000.0
404.0,53.0718269,-27.934282300000003,25.55,3.033,-99.0,3.033,-99.0,2.87,3.18,2.66,3.41,8.63,2600000000.0,616000000.0
405.0,53.140132900000005,-27.934570299999997,23.56,0.329,-99.0,0.32899999999999996,-99.0,0.26,0.4,0.21,0.45,44.45,142000000.0,11800000.0
406.0,53.13544079999999,-27.934185,25.58,1.861,-99.0,1.861,-99.0,1.72,2.0,1.55,2.13,11.17,1070000000.0,239000000.0
407.0,53.1035194,-27.9345016,23.56,0.857,-99.0,0.992,-99.0,0.93,1.06,0.85,1.11,42.77,2790000000.0,691000000.0
408.0,53.1390419,-27.9341717,25.2,2.379,-99.0,2.379,-99.0,2.24,2.53,2.12,2.64,11.96,733000000.0,146000000.0
409.0,53.13299179999999,-27.934164000000003,25.39,1.203,-99.0,1.203,-99.0,1.05,1.38,0.96,1.62,10.64,305000000.0,38200000.0
